idx,pcx_1,pcx_2,pcx_3,pcx_4,pcx_5,pcx_6,pcx_7,pcx_8,pcx_9,pcx_10,pcx_11,pcx_12,pcx_13,pcx_14,pcx_15,pcx_16,pcx_17,pcx_18,pcx_19,pcx_20,pcx_21,pcx_22,pcx_23,pcx_24,pcx_25,pcx_26,pcx_27,pcx_28,pcx_29,pcx_30,pcx_31,pcx_32,pcx_33,pcx_34,pcx_35,pcx_36,pcx_37,pcx_38,pcx_39,pcx_40,pcx_41,pcx_42,pcx_43,pcx_44,pcx_45,pcx_46,pcx_47,pcx_48,pcx_49,pcx_50,pcx_51
9000353235,-0.6162807623358614,-0.6791464937900625,0.6533591553892972,-0.43856668411721644,0.11892910171648169,-0.03144859404071707,-0.03039206541522039,-0.3056652625874223,0.041446163371785756,0.030180352342508533,-0.23967391935587218,-0.2604673267003732,-0.12121117231676921,0.1687385707617166,0.1436709249208068,-0.2560002571214787,-0.05536169122214473,0.09960859514540199,0.16205875450794338,0.027911287339276163,0.16883040014613476,-0.04655649568247511,-0.20450297848652593,-0.028785432876476863,0.12556195288436423,0.06845958668621537,0.03479723436773259,-0.09031688694382833,-0.07287919192909884,-0.04352266686557518,0.014253478377025664,0.2686449217377252,0.01992215770187751,0.011594556585381569,0.2670789601893331,0.11365169773745334,0.035146938726805924,-0.11885643140607169,-0.26910013535369137,-0.17170076084345381,-0.25721337277389333,0.19907053492935245,0.06261902788417273,-0.09351152560510752,-0.1296887985269306,-0.076725904691926,0.25179680166006113,0.38189090993185887,-0.06759230041128864,-0.07557152728531848,0.13640187365269274
9000348477,0.6991767424958951,-0.8144730865496359,-0.11799201473141194,0.3047286724832868,0.5123941449364406,-0.09326918523251242,0.25591862176650815,-0.11090426679491261,0.4013517413848192,-0.00780600323958067,0.6763838308012815,0.3322242908402498,-0.8619463478660572,0.03032856827281063,-0.38919164541967144,0.0225034264346076,0.2799112555184885,-0.057136174754635075,-0.07234604922923096,-0.23975009533011363,-0.11760947848423806,-0.3281662569001227,0.09593268777481422,-0.4997724425592759,0.017245176674168358,0.23527281574752934,-0.05291670287489309,-0.19388396736161548,0.17086472117831944,-0.02049567880260346,-0.5070536208118094,-1.6677748937772054e-4,0.028146769032228958,-0.3724301323475546,-0.038589580476077405,0.04835407724402143,-0.12487419125030237,0.3995069958152614,-0.18551675957468897,-0.05013320844474761,-0.3818787216737888,-0.7980456302609681,0.31913152291381636,-0.13640044893077294,0.3193253064137023,0.03385435745862774,-0.5448548892662293,0.22290722396675694,-0.15131731287529127,-0.05655796727299886,0.3861838281316928
9000001482,0.9054370039669107,-0.5834800871994407,0.06420544240284973,0.03460155129447617,-0.7913434104255841,-0.22899352939278309,0.8773210606434616,-0.3288064657523669,0.6010522998214897,-0.6116446494165626,0.12667332024241765,-0.2629690708010979,0.5966988056350656,0.5878889662901715,-0.2981639581332523,0.5145514856715179,0.16270532057432938,-0.06481340008554343,-0.256890935429733,0.04066970030982853,-0.08919210318159226,-0.3462089508583268,-0.17178469813520575,-0.16312511739044838,0.2877276697715708,-0.23886417821277783,-0.6706962498807716,0.24880590969143862,0.049572359249405035,0.0737699111797521,-0.09723759732656592,0.18428767116677236,-0.008307329479093573,-1.0601621890682094,0.24707305686225725,0.22597249885855208,0.18329417572532586,-0.21612157371380658,-0.25276029065084393,-0.5302937446831708,-0.34241172359044303,0.12436047301493305,-0.1270295774930223,-0.5380413447975679,0.11821264422710615,0.040427959083843085,0.16330325975453622,-0.05616661473289652,0.022205385556596458,-0.18000231074546957,-0.26780180931802045
7000006170,0.19936160993712934,-0.34647294092712416,1.4737875315180993,0.6279370310079302,-1.2606662253516023,-0.32956028163131756,-0.6728743446999068,0.13039478561756548,0.7246399983338769,0.5629495475147213,-0.6943152913928031,0.8082581528344668,-1.0773421337208018,0.22572285831698607,-0.13312025513077688,0.02890395008734145,-0.13932913190846788,-0.13503474656069395,0.00424852954610647,0.028094436349759565,-0.31106229374169914,-0.5280372530435609,0.08744716542364991,-0.30608087797096595,0.8866128466199161,-0.00921178957791062,0.07375672360641003,-0.08139061343322083,-0.13682946689525755,-0.2202991202000034,0.1824949815361264,0.029036186691930258,0.08706238328116361,0.1902817368710974,-0.3904358555847508,0.2463257374044967,-0.19283624258598292,-0.11326151783857705,-0.35637046220982205,-0.13680531167790647,0.21936780234549286,-0.045048276357156136,0.19324393264525655,-0.08571942821930874,-0.11610228284089609,0.1431191744470277,0.02245734930978213,-0.14106559218490422,-0.2859805473182618,-0.03459762911647287,-0.047776513489137355
5000001659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000000363,-0.014515665719557907,-0.0018651916025208938,0.5387174863100991,0.18672969675236703,-0.0553861291223772,-0.31674542176841675,0.022324829700185594,0.27374601120668746,-0.0012714095133614534,-0.15304821302710203,-0.29388841641965097,0.7245737590968482,-0.11347690880629402,-0.5117799039854174,0.06306803624158694,0.920749916184296,-0.3000463416630553,-0.09238883660415734,-0.4229683595013232,0.05823614054332451,-0.22814296393440603,-0.36287620020360467,0.41669083391634093,-0.06114694516787195,0.2743998126491229,-0.35146659326305074,0.1821417899876258,-0.05661955603693986,0.13217187068323266,-0.5821489158754805,-0.3317030389722389,-0.12772602008478842,0.010714205254403317,0.07829417749457357,0.025591044789526465,0.10289722503893814,0.22640894326778138,-0.04777781665606948,-0.1741656014721354,0.01994357103003053,0.3676583769962366,-0.33050892565516,0.2247968375775343,0.34130546241655313,0.5481881802218748,0.1941842171061594,0.016108077869675625,0.261378192042814,-0.3641123521512526,0.03544002820882682,0.21494747275418552
7000006191,0.061719830315256644,0.1809722997255463,0.6225553448149901,0.5130125356331657,-0.24441026618293163,-0.23741700590286668,-0.8629086153528072,-0.13797854107108157,0.4883936204432385,-0.1697851573189307,0.18460100250962844,0.45522001554612224,-0.7231913760706663,-0.09476455489720842,-0.05954098751780186,0.09250846263875426,0.04944818112297747,0.0728083011251166,-0.5711503007025935,0.3310378956115598,-0.7004667686500867,0.665370383456619,-0.16176460697609962,-0.17607426965752315,-0.290870130068413,0.055802948023260274,-0.40319148907461555,0.2288075667438464,0.14395728710363292,0.17947866304637922,0.014297875686025124,0.1505548544002188,0.12749126172100023,-0.4252308492468712,0.10543280019796986,-0.07368677105843235,0.17806168871784897,-0.09867030262680479,-0.019493035967309044,-0.1907130317478237,-0.08808281669899896,0.1264273920022851,-0.006192575708568709,-0.08404994016311197,0.15796351492010569,0.012604404731495943,0.2247582293815547,0.09882127434155807,0.11151878144824448,-0.3849944176486811,0.3888093781484569
24000009102,0.578746082963181,-0.09871255732131451,0.3891771068016476,0.19532499491745892,-0.05207309026414693,-1.09782665020656,0.7729804824573684,-0.0985763778662723,0.2644675404786301,0.9284747474044428,-0.6784606010186665,-0.4488355625833668,-0.6332632177129706,-0.8961636798144452,-0.2382310293519229,0.11455986530158917,0.25831107284097,-0.31296298962594393,-0.32577025702456053,-0.19398144900209943,0.2049286080127784,0.1004546655832777,0.3250541349089818,-0.3480393211638992,-0.23226695668666536,0.449708788705033,-0.30900200013545365,-0.03932757142881294,0.38966118252164417,-0.4661239764419369,-0.0852853523652036,0.12441443881777661,0.022183491040740824,0.2323754063328589,-0.3777071727190142,-0.11687371464429573,0.22307871316182812,-0.5341974448187472,0.17818537081980676,-0.18173643292602923,-0.6481819784062159,0.2445732884181869,-0.2441712821007291,0.22278097544191766,-0.3775994063234298,0.0012613238907285447,0.18332592624765387,0.4694916901626508,0.02635244691439196,-0.30259005162052,-0.251774073539528
9000314914,-0.08199836700747631,-0.004803808086534428,-0.11968125956516351,-0.0366709282352638,0.33359269182362833,0.17478731924975813,0.1616130209224596,0.7289504757553539,0.371719450871733,-0.10201814363067906,-0.008046474061136184,-0.14581792762670265,-0.1812668975161525,0.2761918985754238,0.05773495683620455,0.2811727296934833,0.3304830764279051,0.017870692229759094,-0.045181900230419646,-0.18920748480745647,-0.01820632716894875,0.01352744390743045,0.1325366113504882,-0.09454032493474596,0.09652568259437488,0.1548651184561009,-0.061519801548087547,-0.060114660945045376,0.3734600055282845,0.26843224051918135,-0.08459614877813379,0.24928957974549434,0.17497677841793,0.04599966218622946,-0.17743047791136426,0.08327876248869388,-0.05689169229839407,0.14535579023864548,0.02606507366652344,0.24413573723616938,0.2935103466885957,-0.15063166969283426,-0.024671054528376465,-0.04438189454896919,0.38372922804356996,-0.13336105238774937,-0.45039618578305346,0.1280499113833357,-0.2907854983326061,-0.11721961027676253,0.21873440199975175
7000001179,-0.16188476153761505,-0.275619799779391,-0.018470616989706992,0.05095880638677304,-0.573791722138482,-0.7025555275400373,-0.2462999057291106,0.572499251122714,-0.08108931890604411,0.7038813532530336,0.23798600011127438,-0.11999102448682918,0.006347817213495706,-0.1926169660673215,-0.17936642300843159,-0.05339107960724436,-0.03906150943704613,0.08539650489762789,0.07724966379686485,0.10067074111237617,0.16422490503834583,-0.1346188512651778,0.08014426776841899,0.18427116423390336,0.05282963438749493,0.1540718076497336,-0.10026956159706771,-0.05269512747804812,-0.07125921289506942,0.2780666835283116,-0.017310382032131977,-0.07235491360608119,0.12326697676871412,-0.037496644042973384,0.04382469489679744,-0.056984639629466406,0.062437914638788075,-0.05623059586313158,-0.32407800776975065,0.003014803172112987,0.1270985764324472,-0.002651005147771106,0.31652645589583395,-0.04445894604702598,-0.19858044297332206,0.1378699143634806,0.17656309528116648,-0.047909986533635415,-0.10786641581585421,-0.0014414135919504564,-0.09758411270149522
